"specimenID","assay","platform","dnaBatch","sequencingBatch","libraryPrep","libraryPreparationMethod","readLength","runType","totalReads","numberCells","260/280","260/230","GQN"
71893,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71895,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71896,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71897,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71898,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71899,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71900,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71901,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71902,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71903,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71904,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71906,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71907,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71908,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71909,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71910,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71911,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71912,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71913,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71915,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71916,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71917,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71918,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71919,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71920,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71922,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71923,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71924,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71925,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71926,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71927,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71928,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71929,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71930,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71931,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71932,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71933,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71934,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71935,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71936,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71937,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71938,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71939,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71940,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71941,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71942,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71943,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71944,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71945,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71946,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71947,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71948,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71949,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71950,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71951,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71952,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71954,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71955,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71956,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71958,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71959,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71960,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71961,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71962,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71963,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71964,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71965,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71966,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71967,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71968,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71969,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71970,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71971,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71972,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71973,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71974,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71975,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71976,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71977,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71978,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71979,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71980,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71981,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71982,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71983,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71984,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71985,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71986,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71987,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71988,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71989,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71991,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71992,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71993,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71994,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71995,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71996,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74458,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76348,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76349,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76350,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76351,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76352,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76353,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76354,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76655,"wholeGenomeSeq","HiSeqX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
